criminal_id,name,age,base_risk_score,age_group,threat_level,total_crimes_committed
c8c6326f-6f2c-48d9-959b-5d89724236d9,Aachal Lalla,55,21,50+ (Senior),Low,13
4a52bbf9-287e-4bc7-923b-57f3718066c5,Turvi Ahuja,39,57,36-50 (Middle Age),Medium,14
ec750985-9745-4b8a-a416-ebdc72b3531a,Lajita Mitter,42,58,36-50 (Middle Age),Medium,8
a33be4ff-e12a-49e6-8a38-1bde7c4192bd,Aarush Bhat,24,32,18-25 (Young Adult),Low,11
21b38b1e-5949-4320-9a08-81c1dcf8ead8,Vasatika Raman,26,37,26-35 (Adult),Low,8
313977c2-3acf-42f9-8126-4e30beec87b4,Megha Mandal,32,53,26-35 (Adult),Medium,5
c613c757-9c9b-4a74-9682-70c7583b0eeb,Ayush Dugal,28,68,26-35 (Adult),Medium,9
64f6f217-cd3b-4965-8038-686a671a49b1,Avi Ramaswamy,32,49,26-35 (Adult),Low,9
413e6f25-13d3-4f49-b38e-820ae1ef1879,Yashodhara Verma,54,46,50+ (Senior),Low,17
7aa722a5-5ff2-4fe2-b256-909d5823c964,Tamanna Ganguly,39,46,36-50 (Middle Age),Low,10
847fa340-3f85-48c3-a8a7-83eecdd9ee40,Geetika Sur,65,46,50+ (Senior),Low,6
9b6bd678-6d0e-4532-be4d-35c830be8bdc,Forum Venkatesh,51,57,50+ (Senior),Medium,12
9a688bb0-3f1b-4117-913b-87ec9d11d5d6,Lipika Dada,38,45,36-50 (Middle Age),Low,8
c33c5940-026c-415c-b06d-9b15c826b8df,Januja Yadav,43,33,36-50 (Middle Age),Low,9
a1860bd6-e7d2-435a-9da0-2067992d7ac5,Ayushman Chaudhari,29,56,26-35 (Adult),Medium,11
8484abda-2f00-4224-bb88-3c90ce7e4312,Jacob Rau,33,26,26-35 (Adult),Low,7
113dee89-191c-4218-9e48-cacfe03434f0,Unnati Kapur,29,76,26-35 (Adult),High,8
70b7ffc8-9eaa-4c6e-bfed-dc31568f9b19,Fariq Parmer,24,75,18-25 (Young Adult),High,11
c1476322-e991-480b-9a54-5a82f4a3b8da,Manan Vasa,33,58,26-35 (Adult),Medium,11
4a23141a-18ad-4d2f-8812-75d9b356efcb,Odika Bhattacharyya,22,36,18-25 (Young Adult),Low,6
f8b3f153-05bd-4726-86f2-c0d3f523ce79,Dayita Chad,21,57,18-25 (Young Adult),Medium,12
bb0afb73-3cb7-4565-a2ab-6f5fc5b07487,Mitesh Dutt,25,38,18-25 (Young Adult),Low,11
6f15cf11-6fee-4f95-bb24-ea77fdf73d30,Amaira Prakash,25,81,18-25 (Young Adult),High,7
5721131a-a810-444d-ad81-e7f059781a96,Aahana Goda,25,60,18-25 (Young Adult),Medium,11
a2e85c70-62a3-41f5-b24c-2be6da071a4c,Bakhshi Gulati,32,42,26-35 (Adult),Low,13
57e1d81c-51d2-4eca-a075-ce4bbd25b288,Triveni Narula,63,0,50+ (Senior),Low,4
00743410-c7e3-49b2-9a25-c6387739351e,Lohit D’Alia,65,70,50+ (Senior),Medium,9
fc46a8bf-9322-4034-8b06-71b7c0952661,Urvashi Pant,29,23,26-35 (Adult),Low,7
39ed5be7-099b-40c2-aa47-f211066b12e5,Ira Master,41,74,36-50 (Middle Age),High,7
9607f0c3-b31c-4f77-bc21-2a43abbd4288,Kala Kunda,65,63,50+ (Senior),Medium,7
46488cbb-72f3-4b1b-8b33-d571a44b0963,Zinal Sengupta,20,37,18-25 (Young Adult),Low,11
1d601dc2-78ac-4e5a-9781-92485f93ce60,Nachiket Dyal,30,32,26-35 (Adult),Low,10
b1c22478-7eda-48ef-8870-20865ebb2f61,Manthan Lalla,57,61,50+ (Senior),Medium,10
b9ab231b-9243-48eb-adff-7fd5f23a3827,Qasim Mody,38,58,36-50 (Middle Age),Medium,13
6cdd789d-663a-4d3b-adb5-8616b92b4543,Ethan Bansal,36,59,36-50 (Middle Age),Medium,12
dcfa596d-5771-42da-a85f-8e6a6d140aed,Manthan Agarwal,50,56,36-50 (Middle Age),Medium,4
0614fb31-8bda-4ab6-b5e3-5013b5b68ede,Tamanna Brar,27,70,26-35 (Adult),Medium,10
c68024e3-9cc2-483e-a00b-d380a622f7fb,Charles Issac,28,69,26-35 (Adult),Medium,4
d94208f9-abf6-45fb-a4be-37d8fd1d87e6,Samar Wason,51,38,50+ (Senior),Low,10
30fb9745-52e9-45ca-b75e-363e037e4ca8,Gaurangi Taneja,44,73,36-50 (Middle Age),High,8
c034c1c1-fb74-4e8f-87db-2b4c180e2441,Tanmayi Sen,21,56,18-25 (Young Adult),Medium,7
829185d0-52e8-4f88-8f1e-e58e3a05b4d0,Omisha Morar,30,46,26-35 (Adult),Low,7
882bbecd-f8a6-4068-9543-a0b5222befe8,Rohan Shroff,38,46,36-50 (Middle Age),Low,11
4b179f43-46a0-4074-a781-58117cfa2b63,Ishwar Doctor,23,76,18-25 (Young Adult),High,17
6d392ad8-5f29-4eae-b11b-e60252402533,Bakhshi Rastogi,55,72,50+ (Senior),High,14
7ac2c6c8-a8d4-4676-8580-5419deb82e30,Advik Bakshi,24,68,18-25 (Young Adult),Medium,14
58b83454-b2a9-4899-bdb6-898f7870ae0f,Wridesh Gola,22,10,18-25 (Young Adult),Low,5
edda7850-8653-47ef-a840-e48b36a3ec6c,Bhavani Kari,25,72,18-25 (Young Adult),High,8
763fdcff-c9a9-4ed2-a510-8f06de7530d9,Ikshita Mane,40,42,36-50 (Middle Age),Low,10
d2180866-d7d3-47bf-a9fa-1c21da8ca57a,Raagini Mannan,65,30,50+ (Senior),Low,7
be8bd48a-d903-4b63-83e9-8e76a67fca5a,Hemal Setty,61,0,50+ (Senior),Low,13
1d1bc529-184a-4810-82b0-33fd64ed8ba1,Qasim Upadhyay,24,69,18-25 (Young Adult),Medium,13
1934549e-e1ee-4ef2-affe-1fe6babf0648,Nidhi Garg,45,29,36-50 (Middle Age),Low,5
ccfb3367-6c6b-4908-adfb-62393f8eef1b,Kavya Ratta,24,43,18-25 (Young Adult),Low,13
f5992d09-b0f9-44fb-8669-dfdf3dfb1da4,Yug Parekh,58,56,50+ (Senior),Medium,10
88afbf11-aeec-4583-a8d5-5d71b41cec08,Onveer Bhattacharyya,32,53,26-35 (Adult),Medium,9
5e283724-efcc-4ae2-a496-62f6b58e255a,Manbir Sehgal,20,44,18-25 (Young Adult),Low,10
cdc8a3d0-6229-4fea-87cb-8aa382c7f55d,Ishanvi Choudhary,31,29,26-35 (Adult),Low,18
6e7258b5-0160-4cb5-8877-c9565931d3f3,Sudiksha Sawhney,32,65,26-35 (Adult),Medium,7
24f393bf-3e0c-4ac2-9aab-06a800f0b16a,Ansh Kashyap,35,44,26-35 (Adult),Low,7
2ea01c7d-60f9-4d31-9958-72d3c6246b9f,Warjas Krish,52,42,50+ (Senior),Low,10
a62f3a39-ab4f-49b8-bfd0-4ac99743e03f,Gayathri Ghose,20,85,18-25 (Young Adult),Critical,8
47958578-5d09-4a5f-a456-4af07a92bf77,Leela Singhal,24,87,18-25 (Young Adult),Critical,10
2a96070f-f444-4b1d-8af2-6606c9ce0c84,Advik Kibe,65,49,50+ (Senior),Low,8
e06efd6f-bd56-4ebf-a337-5ac6ddf23888,Sneha Dhar,52,68,50+ (Senior),Medium,12
441bec62-c53b-40ed-bbf7-ff15da154fa1,Gauri Ahuja,57,48,50+ (Senior),Low,6
399e0e84-018c-47c0-9f88-d635bc1ccd30,Eshana Khurana,46,59,36-50 (Middle Age),Medium,12
31add1cc-34e6-41ae-9e81-641ca96b65e2,Jacob Sani,60,47,50+ (Senior),Low,9
c17e3cee-8c97-4624-b63b-5bb58e84eac4,Kai Lata,33,69,26-35 (Adult),Medium,9
cca97e5e-d3a4-411a-a7e9-0f97d1ab7bc4,Tanvi Comar,36,16,36-50 (Middle Age),Low,11
2012a126-c119-4279-84d8-5a55dc959790,Darpan Bansal,37,55,36-50 (Middle Age),Medium,11
805ee8a3-7e05-47d0-8f01-8787f716b935,Amrita Buch,65,80,50+ (Senior),High,15
712b5ace-5560-4488-9701-87920cdb2e63,Mitesh Issac,26,63,26-35 (Adult),Medium,7
b7990e3d-098e-4199-813b-260540a5d541,Ishita Setty,36,53,36-50 (Middle Age),Medium,7
913899b7-00bd-45ea-b410-8bcb733ec14c,Nirja Aggarwal,46,40,36-50 (Middle Age),Low,11
b5ae6236-5cb1-4080-8368-e9807a3ca782,Advay Doctor,34,72,26-35 (Adult),High,12
77fb9bb6-cb49-42f4-bdd4-7af38b60afb8,Kashish Bhakta,31,80,26-35 (Adult),High,12
000fafad-3daf-4893-98d2-1cae11f60b96,Yatan Divan,65,48,50+ (Senior),Low,4
0c6260e6-c26a-41f6-8678-2e4148643701,Luke Narasimhan,34,60,26-35 (Adult),Medium,13
0329ec3e-c6b6-47a7-93af-414f8be63edd,Krish Bassi,63,44,50+ (Senior),Low,5
4851c214-3151-4238-8d89-482f6cb2018d,Divya Chand,47,65,36-50 (Middle Age),Medium,9
f936d8c7-4efc-4319-8bd5-904c43de760c,Sara Edwin,33,62,26-35 (Adult),Medium,8
661206f2-15b7-4503-a999-6d830db7b803,Christopher Arora,24,44,18-25 (Young Adult),Low,11
b415431e-5915-4c26-9676-94abf269970a,Jagat Kamdar,30,38,26-35 (Adult),Low,10
eb580f71-59a8-4bd6-960b-a46caf79204f,Darpan Dara,65,48,50+ (Senior),Low,11
adeb73ee-fb77-4024-9401-8abe891665c8,Champak Goswami,42,66,36-50 (Middle Age),Medium,13
35a40742-51a0-4707-9616-11bd5b399a69,Wakeeta Guha,30,89,26-35 (Adult),Critical,8
69b2fa79-6c85-4f6c-a79e-1f3f06d67f92,Charita Trivedi,28,65,26-35 (Adult),Medium,9
206366bf-d2b7-4179-b536-bc6feb72218a,Mohini De,51,61,50+ (Senior),Medium,8
34e4eb15-664d-4f8b-9281-c580a28227ac,Upma Goyal,65,50,50+ (Senior),Medium,14
70fd8279-1504-417f-a0e1-e25b72d2d77c,Umang Mutti,29,54,26-35 (Adult),Medium,15
f42d2178-6433-42ae-bfaa-08885f516a2e,Arjun Parekh,65,43,50+ (Senior),Low,11
a9a1720e-65fe-46e0-b150-94b40b10936f,Jacob Hari,30,38,26-35 (Adult),Low,14
68ab65c1-6db9-4849-b847-be9a6b8dffe1,Ekantika Naik,30,22,26-35 (Adult),Low,11
b01b7206-27ad-4670-b808-a4454ecf0453,Nandini Mahajan,65,43,50+ (Senior),Low,5
0cd3bbe1-2149-46ba-802d-5a1b0e91446f,Yashvi Gandhi,62,86,50+ (Senior),Critical,11
1295ac46-04ba-4bc4-805d-c8431cd5cafc,Harsh Padmanabhan,34,68,26-35 (Adult),Medium,6
b0ac1725-4341-4013-b68d-b173eb76bce7,Vaishnavi Gulati,27,40,26-35 (Adult),Low,14
99a46b51-3aec-4ea8-ad63-f980c3ca651c,Yashawini Dora,28,28,26-35 (Adult),Low,9
0c407b96-5489-4115-8c53-cf873b96a901,Nilima Tara,41,50,36-50 (Middle Age),Medium,12
825c17cd-bff9-41eb-9be0-06979c8b798a,Champak Seshadri,20,40,18-25 (Young Adult),Low,12
bbf0b94e-b6f1-48d9-8e20-ca0837b4b58c,Omaja Gera,34,27,26-35 (Adult),Low,10
daf164bb-c0eb-4ce1-9558-035390b39f90,Tristan Agrawal,26,43,26-35 (Adult),Low,14
5afa9054-d8ee-4c63-b427-b359714ea874,Samesh Lal,27,23,26-35 (Adult),Low,7
9bb692c7-a952-47d9-a9ce-d5c0d2e4ee13,Eiravati Edwin,43,49,36-50 (Middle Age),Low,10
7e79dc4b-cfa7-4d9a-8275-cf2f58b4c5ff,Qushi Dora,55,58,50+ (Senior),Medium,10
d3b76be0-1c09-4cdd-bd6c-9d65991d3927,Oliver Sarma,42,49,36-50 (Middle Age),Low,13
ccda7f09-12ac-4b7b-9f2d-42d68d2fe992,Warda Doshi,44,63,36-50 (Middle Age),Medium,16
e2610dfb-9e30-4314-bfe1-865cf2aa7ed9,Urishilla Soni,53,50,50+ (Senior),Medium,5
24a80ec1-804d-4633-bcf3-72b54d2d2b79,Ansh Prasad,45,68,36-50 (Middle Age),Medium,18
38366efc-93b2-48c8-94f3-5cd65cf3c0b2,Ethan Bath,21,64,18-25 (Young Adult),Medium,8
953f3e77-3453-4a9a-a6fe-457cadc0b058,Kamala Badami,43,56,36-50 (Middle Age),Medium,6
2d55aa78-fbff-4aae-8f1c-cf3321dd8f5b,Arin Biswas,23,78,18-25 (Young Adult),High,13
678d20ad-c349-4d64-bd72-ffd64e4008d6,Watika Yadav,41,35,36-50 (Middle Age),Low,7
a2c78065-ce96-4abe-a01d-0897b21a1b71,Lavanya Pillai,52,50,50+ (Senior),Medium,10
f880237b-aa55-4e68-b756-c762c0ce9371,Arin Baria,36,39,36-50 (Middle Age),Low,10
8cd421c2-3b5c-4f8d-a094-b6ad2da68d7b,Damyanti Bumb,40,79,36-50 (Middle Age),High,13
479d3f9b-3409-41f8-9fa7-42c35a4c0723,Vedika Behl,39,40,36-50 (Middle Age),Low,11
122094ac-44c4-4a4f-8000-bb6a0e6d3e4b,Garima Mammen,65,9,50+ (Senior),Low,15
93e3a339-c426-4808-8a68-6085d2de96ff,Madhav Khatri,23,60,18-25 (Young Adult),Medium,4
49f780d8-b9dd-4a07-9ed7-5fc4ddda4f3b,Daniel Roy,65,65,50+ (Senior),Medium,6
3a019f2a-94fe-4833-a0ed-6a5199837f3e,Nidhi Saini,38,62,36-50 (Middle Age),Medium,12
197f3edf-3f86-48f7-bfc7-c30e83bbc3af,Rayaan Seshadri,34,33,26-35 (Adult),Low,10
035b1d7e-54a7-4a50-bfbe-9f08ae3c57fb,Ikbal Arya,27,51,26-35 (Adult),Medium,11
dea49adb-e039-424b-bb0e-dcddea80c4ae,Omkaar Hari,65,32,50+ (Senior),Low,12
c14bff5e-ab19-4331-855d-6ace9843663e,Charles Devan,23,75,18-25 (Young Adult),High,6
3de28ff6-5fa8-4838-b2aa-c30f7b4e1e25,Maanas Das,25,45,18-25 (Young Adult),Low,14
56f24d2b-8025-4937-bf40-0da86a0ab5d8,Januja Uppal,25,16,18-25 (Young Adult),Low,15
4a7d44a4-d4fd-4739-894c-364cf3778164,Kabir Nayak,34,47,26-35 (Adult),Low,6
21f02596-6e2a-4595-973f-560a991973b6,Sathvik Bhatia,24,21,18-25 (Young Adult),Low,13
8c6cc978-977d-433d-8f30-1aea57c961d2,Indira Kothari,23,56,18-25 (Young Adult),Medium,7
b116000b-4e90-45ef-8886-5804ca207558,Zayan Rattan,30,62,26-35 (Adult),Medium,10
7a801f2e-1433-4ec0-8f4f-8351938810e4,Vinaya Ganguly,33,56,26-35 (Adult),Medium,13
013b9a0f-891b-4f1d-abba-4e056d9e65c5,Mekhala Natarajan,34,60,26-35 (Adult),Medium,14
ee2aed8e-eca2-4b3c-a717-0eb8664d2151,Jairaj Banik,34,50,26-35 (Adult),Medium,9
3eeb410f-f438-4454-8448-bb29f8de0126,Aarav Kashyap,35,35,26-35 (Adult),Low,13
e0621163-ed64-4e6b-905e-49032320ed94,Chaman Gill,31,60,26-35 (Adult),Medium,13
5b03fed3-c976-405e-9c69-147f8c5503be,Zehaan Parsa,44,61,36-50 (Middle Age),Medium,9
842542e5-4dcc-4349-a4ea-b4e7a025765d,Om Mani,41,42,36-50 (Middle Age),Low,13
a675c2fd-4da4-4031-a121-84aed489339f,Ikshita Ratta,33,80,26-35 (Adult),High,8
dca67905-776e-411a-a4aa-32c6dcf6a22e,Rishi Sharaf,65,43,50+ (Senior),Low,12
af2f3a09-f8ec-43ee-b908-14386dc8dded,Frederick Behl,38,37,36-50 (Middle Age),Low,8
8864efb6-ac7e-4c17-9bfe-daeb682b36f3,Chandani Kapur,58,48,50+ (Senior),Low,12
6b0f01c3-7b10-40dc-b0f8-b4b57f62c514,Vedant Saran,40,62,36-50 (Middle Age),Medium,12
1f9cee65-7de6-4a71-bfa6-39823967634c,Anya Malhotra,32,55,26-35 (Adult),Medium,7
d092934e-5de9-43c9-8c90-e160cd0db5d3,Nachiket Chander,24,42,18-25 (Young Adult),Low,3
4e7872d1-1daa-4f8b-bb28-5b5071245d78,Gaurang Mohanty,48,49,36-50 (Middle Age),Low,14
e790ce53-75dd-42f3-ae71-8345de0a1776,Balvan Singhal,34,56,26-35 (Adult),Medium,14
dbfc3411-ef17-4f10-9fce-603b50f30935,Jacob Thakur,25,16,18-25 (Young Adult),Low,18
577db418-9c29-451e-bcfc-ecc69aa1de12,Veda Lad,35,75,26-35 (Adult),High,10
014f9f8c-c14e-4663-925d-ceed50915df5,Ishanvi Seth,65,48,50+ (Senior),Low,14
f5161db2-6108-4ada-a3a0-e34731b61a49,Jagat Kapadia,23,61,18-25 (Young Adult),Medium,7
d2f64078-b435-4106-8c0c-4e6765d543c7,Krishna Shankar,24,25,18-25 (Young Adult),Low,4
d92c2592-d775-4e8a-a7df-ba273d9fe825,Irya Subramanian,30,32,26-35 (Adult),Low,15
5b6a8916-0d6f-46a6-8794-64b09097e966,Lopa Barman,44,6,36-50 (Middle Age),Low,9
5731e641-415b-44ee-a14c-af0068434de5,Fiyaz Bali,65,66,50+ (Senior),Medium,9
2980154e-fa07-41a5-884d-3fb3495668c4,Lakshit Kalla,43,39,36-50 (Middle Age),Low,12
f4369dac-aa20-40b7-9084-e5b43b084c97,Rajeshri Mallick,30,19,26-35 (Adult),Low,9
0f8b4def-6074-47d6-8182-eb3beff1cf6d,Mohini Sami,65,58,50+ (Senior),Medium,9
f58191b7-7569-4263-8fa0-68456f3dbe02,Forum Parmer,34,52,26-35 (Adult),Medium,13
c56d14d6-9f6f-4349-9e20-7889ae169ca7,Jatin Sachdev,35,75,26-35 (Adult),High,18
15750001-a16c-4f30-9eef-ccd5ff0108dd,Kamya Rajagopal,31,78,26-35 (Adult),High,6
142cf468-9e1e-454f-9c3c-4f0ebf9654fc,Siya Sengupta,38,63,36-50 (Middle Age),Medium,9
324afe7a-dfcb-430d-a615-0e05843b2e52,Chanakya Bhatia,24,42,18-25 (Young Adult),Low,10
616d9104-5971-4abe-9747-ece7ed5d267f,Atharv Parmer,31,49,26-35 (Adult),Low,7
ec36c6d3-abdb-45e1-ad17-d9caa1ef82e6,Omkaar Kota,30,37,26-35 (Adult),Low,14
24c36ad1-7d10-4b04-85c1-6adb092c06e8,Triveni Arora,63,57,50+ (Senior),Medium,8
f8945960-fc51-47d3-915b-a99c8326ff61,Nisha Bhattacharyya,24,54,18-25 (Young Adult),Medium,11
cabe5b8e-0c40-4cb2-9ed2-b34124b4f038,Girish Sekhon,65,42,50+ (Senior),Low,9
163a1a53-8229-464a-a7a6-6f142e17ee0f,Aarav Bahri,34,61,26-35 (Adult),Medium,8
db20a51e-cfbb-474f-8c61-d4295ad76a9d,Aarush Kala,45,54,36-50 (Middle Age),Medium,12
736f5f3d-1ff4-4bae-86ed-7ef451f2a5c2,Owen Badami,65,71,50+ (Senior),High,14
7e0e993e-8b7f-460c-9637-27ca8faa5448,Jackson Jha,33,56,26-35 (Adult),Medium,14
5776d434-12ea-4333-95b6-fcffc4636a54,Mugdha Taneja,65,36,50+ (Senior),Low,8
a15d894a-93f7-4d1b-8c9c-1f34ab9af0ce,Omkaar Ramachandran,23,70,18-25 (Young Adult),Medium,9
8b95d571-eaac-4fd9-8eb3-f54497751f22,Keya Bajaj,37,66,36-50 (Middle Age),Medium,10
7d1a1a22-c10a-4885-9b2a-8c97926c2058,Aashi Shenoy,33,8,26-35 (Adult),Low,13
d9de5424-5267-4e03-8d39-51822dc78b03,Krishna Sinha,41,33,36-50 (Middle Age),Low,9
58e59d01-9dfb-457a-9a11-2d9a70625671,Chandran Kadakia,43,37,36-50 (Middle Age),Low,12
6405e8c5-52cf-4de1-b777-db2fda1d66a2,Dhriti Pandit,48,25,36-50 (Middle Age),Low,14
1578e50a-69c9-4bec-a180-96e99ffa8cda,Xalak Bera,44,83,36-50 (Middle Age),Critical,8
9b720fd5-108b-4afb-98b0-0ee55d804cc3,Parth D’Alia,28,81,26-35 (Adult),High,14
211b56ce-8df4-4c3a-8417-261472f66781,Jagrati Walla,41,75,36-50 (Middle Age),High,11
4b15a3af-300d-4be5-8cf1-c4e01f582107,Zashil Tailor,47,55,36-50 (Middle Age),Medium,10
92ef7523-0362-442e-8c3d-10d9f218845d,Saksham Lad,55,20,50+ (Senior),Low,10
f06fc231-366c-481c-94b7-cbc57965e3c4,Noah Banik,42,79,36-50 (Middle Age),High,11
5513fc4b-59ff-4e2b-b768-ff2b56736650,Jyoti Korpal,26,59,26-35 (Adult),Medium,19
a2a2d32d-5af0-4c78-9be1-9a9ce991c8c2,Isaac Barman,56,58,50+ (Senior),Medium,14
0f0b070a-1dc3-417f-a36e-a7a3f70e4aa9,Aadhya Soman,46,27,36-50 (Middle Age),Low,17
4617a2c8-2c3b-46b7-9a10-9776ffde9f1e,Madhav Mannan,39,53,36-50 (Middle Age),Medium,8
79d95f2a-cac7-4646-9c7d-061aed5f9dc0,Faris Venkataraman,25,49,18-25 (Young Adult),Low,9
edb1644b-9c18-49bf-bfd1-14b677d10335,Bhavini Singhal,41,45,36-50 (Middle Age),Low,11
eaed6db7-7117-4d34-ae89-81392712d19c,Timothy Chaudhari,31,78,26-35 (Adult),High,16
8519f786-f300-4a6a-b967-78b5e1032a4c,Indrajit Pall,32,50,26-35 (Adult),Medium,16
faef0fd8-97df-4828-92fc-c02fc8480c1c,Raghav Dewan,41,44,36-50 (Middle Age),Low,11
ae5c210e-a59c-45f2-a4a6-8239abd07ae4,Harinakshi Randhawa,63,35,50+ (Senior),Low,6
8b6c7728-90bd-4776-a4a5-cc50803d04ae,Saanvi Chad,60,41,50+ (Senior),Low,9
8dbc2772-2bd6-4dfb-b5fe-463a61d0290a,Balendra Parmer,47,71,36-50 (Middle Age),High,13
c80f43dd-0a7e-4bd3-bb09-2e0ffe9647a5,Om Yadav,28,41,26-35 (Adult),Low,9
99393966-c7fe-4557-95a2-cfc4b245c89f,Rudra Kapur,48,26,36-50 (Middle Age),Low,13
9795435d-f2a9-442b-8e4f-0ce1c784eab7,Inaya Swaminathan,38,44,36-50 (Middle Age),Low,5
5ba5ee79-2282-4d50-8517-790337903e09,Vrishti Madan,38,67,36-50 (Middle Age),Medium,11
36b5b0a9-cb2d-449b-81ce-e91ab38367e7,Indrajit Kala,21,45,18-25 (Young Adult),Low,12
2bf2b60e-d9c2-4a07-bb5f-90f177638d27,Ekanta Padmanabhan,30,47,26-35 (Adult),Low,10
ce853ee5-adce-4ddb-a733-b9b32b3249ac,Reva Zachariah,43,11,36-50 (Middle Age),Low,7
6d44028b-5261-4466-926f-716717e97676,Damini Kulkarni,30,28,26-35 (Adult),Low,6
1a0a929f-2ccf-48c3-b570-bc11610b568f,Gauri Wali,34,35,26-35 (Adult),Low,10
6b775322-55c0-4ad4-aa1a-40127cc9b4c2,Charan Keer,50,100,36-50 (Middle Age),Critical,5
49c814d7-de36-4d8d-b4e9-0aefb6adba2a,Garima Bhat,45,89,36-50 (Middle Age),Critical,13
2cc041d3-3554-48d3-90fd-ae2bb1aec1de,Bishakha Maharaj,33,68,26-35 (Adult),Medium,11
0f71b816-f030-42ce-9056-f0508538b67d,Amruta Misra,65,57,50+ (Senior),Medium,10
2848a1a5-43e7-4e43-8c05-77b48cea0052,Avni Virk,35,30,26-35 (Adult),Low,6
cb28853e-3f94-4cc3-bac4-64cc9c887e0d,Janaki Babu,26,52,26-35 (Adult),Medium,12
985f82a9-7052-44c1-9d39-6ff0612e8a84,Anita Som,28,37,26-35 (Adult),Low,8
a5d1c35c-1f0a-4242-a791-ec2310bbba9d,Tejas Kumer,65,79,50+ (Senior),High,10
1f240271-43ff-4b35-9a51-b5a96b07ab56,Hitesh Krishna,51,69,50+ (Senior),Medium,12
3445d774-039b-49bb-9f4e-c4924e49b061,Anjali Handa,40,64,36-50 (Middle Age),Medium,10
f5aa04d9-684b-458b-826e-da4bf5570bfd,Radha Kant,35,57,26-35 (Adult),Medium,9
ded1ba19-c39a-45be-b4de-966e3171fac2,Andrew Brahmbhatt,37,48,36-50 (Middle Age),Low,8
68860f89-8cfd-4777-ae36-f2edad57512e,Balendra Gill,60,60,50+ (Senior),Medium,11
b22179c3-369d-48f9-9827-833d2db07845,Caleb Arora,51,49,50+ (Senior),Low,6
5ffda8e0-1006-4709-974f-0bb74ec016ad,Tanay Vig,32,54,26-35 (Adult),Medium,13
c43c2eaf-fa69-439b-83ad-c08f2d108fe9,Kevin Subramanian,57,64,50+ (Senior),Medium,14
b60c2a6a-c460-49df-91db-5ef990872ddc,Ryan Raval,54,7,50+ (Senior),Low,11
27328907-485b-451b-a8e6-9bb90f3f01c4,Jeet Guha,29,28,26-35 (Adult),Low,7
bb2aa8d1-1c24-4fd0-8b00-11c3fbe849c3,Chaitaly Char,49,32,36-50 (Middle Age),Low,10
5a114aab-141d-47e8-8a08-e0b9739efd7d,Gopal Tandon,30,14,26-35 (Adult),Low,18
a5c027f9-8a8c-4800-9ea3-488e81efc6be,Rajeshri Wadhwa,46,48,36-50 (Middle Age),Low,10
cf2f39e6-89f7-4e4a-98d0-e5bd5550dfcd,Gopal Grewal,21,60,18-25 (Young Adult),Medium,12
2bd2e8b3-2613-4c25-a870-c4673db337a7,Jeevika Ahuja,22,8,18-25 (Young Adult),Low,16
c08baec3-1d47-4a86-8710-3d689ecc9389,Nathaniel Sagar,27,8,26-35 (Adult),Low,10
ca5a6f9b-f999-4e97-a765-992883fc7174,Krishna Grewal,42,27,36-50 (Middle Age),Low,9
4454a843-f7ab-418e-8541-cccbfd1c2722,Upadhriti Babu,26,50,26-35 (Adult),Medium,8
f559d988-d2fd-435d-ad68-c96478b2afbd,Isha Chaudhari,25,73,18-25 (Young Adult),High,9
f16cee2d-106a-4548-ada1-a530ba36f462,Netra Kaur,46,77,36-50 (Middle Age),High,15
a7d6424e-b888-4d7a-b3e0-f6014e0f48af,Maya Narayanan,39,38,36-50 (Middle Age),Low,9
daafdc42-52c6-4254-8295-c8caee11cb56,Patrick Sankaran,65,36,50+ (Senior),Low,11
400ae14d-4bf9-40f3-9589-102f30649827,Ekbal Khurana,47,37,36-50 (Middle Age),Low,18
dc29ed03-f373-4197-b770-949e7bd52781,Panini Bal,24,76,18-25 (Young Adult),High,6
c2e59aca-7f89-4db6-b9dd-ba60132be9ed,Balhaar Mishra,44,16,36-50 (Middle Age),Low,15
e402beb0-02e2-462d-b31a-4f4c3f93d860,Zarna Karnik,65,68,50+ (Senior),Medium,10
c7c46fc3-48b2-4cc1-8d42-bd14d3f582ae,Yoshita Sethi,54,72,50+ (Senior),High,8
e1af73c1-ca85-4760-9126-a9239aa60bbe,Darika Sule,36,66,36-50 (Middle Age),Medium,10
65bb92d7-0ec2-4976-a075-d66e89f4d6d6,Priya Din,65,61,50+ (Senior),Medium,10
13634aee-a8fb-4a74-a6b0-3c70921c1e03,Laban Savant,21,72,18-25 (Young Adult),High,7
008c4e86-f591-4f4c-9df6-dff135f6c231,Wriddhish Soni,55,33,50+ (Senior),Low,13
93cfac5b-53ea-4bfc-b26b-5f5126c703f4,Yachana Basak,65,23,50+ (Senior),Low,13
e14108c6-9734-4871-ac82-059ed65a120d,Karan Chada,33,78,26-35 (Adult),High,13
69d0a345-911f-4d39-859b-b31ed31c0ea4,Rohan Natarajan,29,44,26-35 (Adult),Low,14
1645e119-bcf1-4677-8094-0add7a55e619,Aadhya Mukhopadhyay,39,39,36-50 (Middle Age),Low,13
6dbb5b53-99a7-4bb1-ad82-14a4d725ac6d,Ladli Chand,47,1,36-50 (Middle Age),Low,6
eef8e63d-7159-4d16-a5f8-11f9d7ac59fd,Zehaan Barman,26,34,26-35 (Adult),Low,5
d50bd4af-f869-42cc-b911-e2a5e723e87f,Ekani Munshi,36,54,36-50 (Middle Age),Medium,11
